Rank,Player,Pos,Team,ADP,Faraz Rank,Indicators,Tier
89,Tyler Shough,QB,NO,87.6,89,Sleeper,9
90,Malik Willis,QB,MIA,104.9,90,"Sleeper, Boom/Bust",10
91,Daniel Jones,QB,IND,110.1,91,Sleeper,11
92,George Kittle,TE,SF,97.9,92,"High Upside, Boom/Bust",11
93,Dalton Kincaid,TE,BUF,93.1,93,"Sleeper, High Upside",11
94,Chris Godwin Jr.,WR,TB,103.8,94,"Target, Sleeper",11
95,Josh Downs,WR,IND,125.3,95,"Target, High Upside, Sleeper",11
96,Cam Skattebo,RB,NYG,53.3,96,"Avoid, Boom/Bust",11
97,Jaylen Warren,RB,PIT,84.3,97,Target,11
98,Michael Wilson,WR,ARI,98.6,98,"Boom/Bust, High Upside, Sleeper",12
99,Quentin Johnston,WR,LAC,125.6,99,"High Upside, Sleeper, Target",12
100,Courtland Sutton,WR,DEN,94,100,Avoid,12
101,Michael Pittman Jr.,WR,PIT,120.7,101,"Sleeper, Target",12
102,DK Metcalf,WR,PIT,91.4,102,"Avoid, Boom/Bust",12
103,Jordyn Tyson,WR,NO,107.3,103,"Avoid, High Upside",12
104,Jonathon Brooks,RB,CAR,111.2,104,"Target, High Upside, Sleeper",12
105,Jacoby Brissett,QB,ARI,143.8,105,,12
106,Jordan Love,QB,GB,71.9,106,Avoid,12
107,TreVeyon Henderson,RB,NE,67.2,107,"Avoid, High Upside, Boom/Bust",12
108,Jacory Croskey-Merritt,RB,WAS,127.8,108,"Sleeper, Boom/Bust, High Upside",12
109,Carnell Tate,WR,TEN,80.7,109,High Upside,12
110,Stefon Diggs,WR,WAS,123,110,"Sleeper, Target",12
111,De'Zhaun Stribling,WR,SF,139.6,111,"Sleeper, Target",12
112,Sam Darnold,QB,SEA,86.6,112,,12
113,Geno Smith,QB,NYJ,173.5,113,,12
114,Cam Ward,QB,TEN,107.3,114,,12
115,Aaron Rodgers,QB,PIT,141.3,115,,12
116,Tony Pollard,RB,TEN,96.5,116,,12
117,Romeo Doubs,WR,NE,134.7,117,,12
118,Isaiah Likely,TE,NYG,109.6,118,"High Upside, Target, Sleeper",12
119,Blake Corum,RB,LAR,113.6,119,,12
120,MarShawn Lloyd,RB,GB,170.6,120,"Target, High Upside",12
121,Tank Bigsby,RB,PHI,187.5,121,High Upside,12
122,Jayden Reed,WR,GB,115.4,122,"Boom/Bust, High Upside, Target",12
123,Denzel Boston,WR,CLE,156.8,123,"Target, Sleeper, High Upside",12
124,Travis Kelce,TE,KC,95.1,124,,12
125,Brian Thomas Jr.,WR,JAX,89.5,125,"Avoid, Boom/Bust",12
126,Jake Ferguson,TE,DAL,106.3,126,Safe,12
127,Deebo Samuel Sr.,WR,SF,137.5,127,,12
128,Terrance Ferguson,TE,LAR,207,128,"Target, Sleeper",12
129,Chig Okonkwo,TE,WAS,179.8,129,"High Upside, Target, Sleeper",12
130,Bryce Young,QB,CAR,121.4,130,,12
131,C.J. Stroud,QB,HOU,98.9,131,,12
132,Kirk Cousins,QB,LV,200,132,,12
133,Tua Tagovailoa,QB,ATL,183.7,133,,12
134,Rico Dowdle,RB,PIT,100.5,134,Boom/Bust,12
135,Kenny Gainwell,RB,TB,124.6,135,"Target, Sleeper",12
136,Rachaad White,RB,WAS,136.8,136,,12
137,RJ Harvey,RB,DEN,88.5,137,"Avoid, Boom/Bust, High Upside",12
138,Matthew Golden,WR,GB,133,138,Boom/Bust,12
139,Deshaun Watson,QB,CLE,203.7,139,,12
140,Tyjae Spears,RB,TEN,181.3,140,"Sleeper, High Upside, Target",12
141,Wan'Dale Robinson,WR,TEN,128.3,141,"Target, Safe",12
142,Makai Lemon,WR,PHI,102.9,142,High Upside,12
143,Jakobi Meyers,WR,JAX,129.6,143,,12
144,Juwan Johnson,TE,NO,146.6,144,"Target, Sleeper",12
145,Jalen Coker,WR,CAR,147.7,145,"Target, Sleeper",12
146,Keaton Mitchell,RB,LAC,185.2,146,"Sleeper, High Upside",12
147,Rashid Shaheed,WR,SEA,150.9,147,"Target, Sleeper, High Upside",12
148,Chuba Hubbard,RB,CAR,101.8,148,Avoid,12
149,Woody Marks,RB,HOU,149.7,149,Avoid,12
150,Ray Davis,RB,BUF,237,150,"Target, High Upside",12
151,Dalton Schultz,TE,HOU,176.5,151,"Sleeper, Target",12
152,Kyle Monangai,RB,CHI,112,152,Avoid,12
153,Rashod Bateman,WR,BAL,260.7,153,"Sleeper, Target",12
154,Adonai Mitchell,WR,NYJ,224.4,154,Sleeper,12
155,Tyler Allgeier,RB,ARI,138.3,155,,12
156,Jaydon Blue,RB,DAL,244.5,156,,12
157,Mark Andrews,TE,BAL,116.8,157,Safe,12
158,Jalen McMillan,WR,TB,212.1,158,Sleeper,12
159,Mike Washington Jr.,RB,LV,148.7,159,,12
160,Kenyon Sadiq,TE,NYJ,152.3,160,"Sleeper, High Upside",12
161,Tyrone Tracy Jr.,RB,NYG,157.8,161,,12
162,George Holani,RB,SEA,284.6,162,,12
163,Najee Harris,RB,NYG,233.5,163,,12
164,Khalil Shakir,WR,BUF,143.9,164,,12
165,Xavier Worthy,WR,KC,134.5,165,"Boom/Bust, Avoid",12
166,Jaylin Noel,WR,HOU,273.5,166,"Target, Sleeper",12
167,Chris Rodriguez Jr.,RB,JAX,145.8,167,,12
168,Pat Bryant,WR,DEN,242.6,168,Sleeper,12
169,Tre Tucker,WR,LV,205.3,169,Sleeper,12
170,Kaelon Black,RB,SF,199.9,170,,12
171,Ryan Flournoy,WR,DAL,238.9,171,Sleeper,12
172,Hunter Henry,TE,NE,131.6,172,,12
173,Cyrus Allen,WR,KC,197.1,173,"Sleeper, Target",12
174,Ja'Kobi Lane,WR,BAL,178.6,174,,12
175,Dylan Sampson,RB,CLE,204.3,175,High Upside,12
176,Calvin Ridley,WR,TEN,260.8,176,Avoid,12
177,Fernando Mendoza,QB,LV,118.7,177,,12
178,Emari Demercado,RB,KC,313.4,178,,12
179,Brenton Strange,TE,JAX,142.4,179,Avoid,12
180,Keenan Allen,WR,IND,197.7,180,,12
181,Emmett Johnson,RB,KC,209.4,181,,12
182,Germie Bernard,WR,PIT,250.4,182,,12
183,Shedeur Sanders,QB,CLE,208.6,183,,12
184,Jonah Coleman,RB,DEN,155.4,184,,12
185,Michael Penix Jr.,QB,ATL,210.7,185,,12
186,Jack Bech,WR,LV,290.9,186,,12
187,Omar Cooper Jr.,WR,NYJ,188.9,187,,12
188,Zachariah Branch,WR,ATL,223.2,188,,12
189,Antonio Williams,WR,WAS,242.2,189,Sleeper,12
190,Travis Hunter,WR,JAX,186.9,190,,12
191,Greg Dulcich,TE,MIA,233.4,191,,12
192,Kayshon Boutte,WR,HOU,211.5,192,,12
193,Sean Tucker,RB,TB,263.4,193,,12
194,Jauan Jennings,WR,MIN,190.4,195,Avoid,12
195,Cade Otton,TE,TB,221.5,196,,12
196,Darnell Mooney,WR,NYG,295,198,,12
197,Aaron Jones Sr.,RB,MIN,132.9,199,Avoid,12
198,Dontayvion Wicks,WR,PHI,215.9,200,,12
199,Troy Franklin,WR,DEN,265,201,High Upside,12
200,Alvin Kamara,RB,NO,179.4,202,,12
201,Jerry Jeudy,WR,CLE,218.8,203,Boom/Bust,12
202,Eli Raridon,TE,NE,287.2,204,,12
203,Jalen Nailor,WR,LV,182.9,205,Boom/Bust,12
204,Samaje Perine,RB,CIN,272.5,206,High Upside,12
205,Kaytron Allen,RB,WAS,251.5,207,,12
206,James Conner,RB,ARI,224.5,208,Avoid,12
207,Ted Hurst III,WR,TB,256.2,209,,12
208,Michael Mayer,TE,LV,286.7,210,,12
209,T.J. Hockenson,TE,MIN,152,211,,12
210,LeQuint Allen Jr.,RB,JAX,298.1,212,,12
211,Emanuel Wilson,RB,SEA,296.2,213,,12
212,Tre' Harris,WR,LAC,241.5,214,,12
213,Elijah Sarratt,WR,BAL,291.7,215,,12
214,Nicholas Singleton,RB,TEN,222.3,216,,12
215,Jahan Dotson,WR,ATL,291.1,217,,12
216,Malik Washington,WR,MIA,202.3,218,,12
217,Trey Benson,RB,ARI,264.4,219,,12
218,Oronde Gadsden II,TE,LAC,140.2,220,Avoid,12
219,Cooper Kupp,WR,SEA,236.7,221,,12
220,Kaleb Johnson,RB,GB,274.7,222,,12
221,Colby Parkinson,TE,LAR,254.6,223,,12
222,Elijah Arroyo,TE,SEA,281.4,224,,12
223,Braelon Allen,RB,NYJ,217.8,225,,12
224,Zach Charbonnet,RB,SEA,151.8,226,,12
225,Darren Waller,TE,CAR,232,227,,12
